Iterations,Average Moves L,Average Moves O,Average Moves R,R Moves w/ Full Restart
9295,11.7,230,273.4,1620
9300,11.4,242.9,230,1700
9305,11.4,222.9,525,1720
9310,20.1,166.1,245,1740
9315,20.1,1550,285.4,1630
9320,11.5,310,195,1700
9325,11.5,210,435.5,1960
9330,11.3,1620,405.9,430
9335,20.1,212.7,415,420
9340,11.3,1503.4,345.4,1660
9345,11.5,1542.9,415.4,482.5
9350,11.5,222.7,350.4,490
9355,20.1,263.4,445,270
9360,11.4,242.9,420,442.5
9365,20.2,1640,363,550
9370,11.3,1542.7,185.4,242.5
9375,20.2,310,332.9,450
9380,11.3,242.7,462.9,270
9385,20.2,252.7,292.5,310
9390,20.1,1582.9,325.4,460
9395,11.5,1552.7,480,290
9400,20,165.6,262.5,242.5
9405,11.4,280,373,480
9410,11.4,1502.9,305.5,250
9415,11.3,1492.9,412.9,302.5
9420,20,249,225.4,290
9425,11.3,280,300.8,270
9430,11.4,202.9,282.5,312.5
9435,20.1,270,235.4,240
9440,20.1,270,360,1770
9445,11.4,282.7,262.5,200
9450,20,350,262.5,330
9455,11.3,360,532.9,410
9460,11.2,200,512.5,460
9465,11.3,350,455,432.5
9470,11.4,252.7,452.5,210
9475,20.1,290,342.5,1570
9480,11.3,240,422.5,300
9485,11.4,400,303,450
9490,20.2,390,452.5,230
9495,11.3,302.9,375.5,360
9500,11.2,1580,277.9,312.5
9505,20.1,1550,237.5,320
9510,11.4,340,325,202.5
9515,20.1,1532.7,460,402.5
9520,11.4,252.7,245.4,470
9525,11.2,252.9,315,1780
9530,20,272.7,492.5,402.5
9535,20.1,1540,345.5,530
9540,11.3,240,257.5,1620
9545,11.2,280,442.5,350
9550,11.3,240,292.9,180
9555,11.4,320,333,350
9560,20,212.9,593,400
9565,11.3,1472.7,440,330
9570,11.4,300,500,320
9575,11.2,332.7,352.5,470
9580,20.1,310,315.4,540
9585,20,280,492.5,420
9590,20.1,320,372.9,340
9595,20,320,172.9,450
9600,11.2,1505.6,317.9,1480
9605,20.1,1500,362.9,482.5
9610,20.1,200,475.4,352.5
9615,20,1522.7,147.5,290
9620,20.2,1505.6,530,382.5
9625,20.1,242.7,405.9,530
9630,11.3,250,410,560
9635,20.1,1560,375.4,362.5
9640,20.1,242.9,363,410
9645,20.1,302.7,282.9,360
9650,11.3,195.4,142.5,1470
9655,11.3,290,495,380
9660,11.4,1555.4,275.5,470
9665,11.4,360,340,1600
9670,11.2,292.9,355,590
9675,20.2,1522.7,392.5,480
9680,11.4,165.6,332.9,470
9685,20,320,180.4,322.5
9690,11.2,300,365,300
9695,20.1,1552.7,320,1720
9700,20.1,315.6,432.9,300
9705,20.1,240,297.9,400
9710,20.2,1572.7,485.4,1680
9715,11.2,195.6,305.9,1740
9720,11.3,290,178,1700
9725,11.5,302.7,367.5,460
9730,20,1532.7,402.9,490
9735,11.3,202.7,390,1582.5
9740,20.2,310,522.9,350
9745,20,272.7,327.5,410
9750,11.3,152.7,272.5,570
9755,20.1,1592.7,275.5,470
9760,11.2,275.6,218.3,680
9765,20.1,352.9,550,680
9770,19.9,332.7,288.4,640
9775,11.1,290,443,520
9780,19.9,225.6,417.9,330
9785,20.2,345.4,342.5,380
9790,11.1,285.4,422.5,1730
9795,11.2,1545.4,368.4,1600
9800,11.3,1572.7,460,700
9805,20.1,290,328.4,1580
9810,11.2,308.3,385,290
9815,11.3,302.7,435.5,522.5
9820,11.1,1570,342.5,450
9825,11.4,262.7,465,650
9830,11.3,240,215,1660
9835,20.2,240,302.5,340
9840,11.2,258.3,187.9,670
9845,11.1,1505.6,412.5,1880
9850,20.2,1620,475,640
9855,11.1,230,265,1950
9860,11.3,1478.3,255.4,270
9865,11.2,195.6,322.5,412.5
9870,20,362.7,522.5,270
9875,11.3,250,502.5,400
9880,11.1,270,365.4,170
9885,11.1,1562.9,412.5,292.5
9890,11.3,275.6,335,342.5
9895,11.2,1530,165.5,820
9900,11.3,312.7,422.5,300
9905,11.2,240,493,580
9910,11.2,280,240,1820
9915,11.1,215.4,303,370
9920,11.2,1640,640,300
9925,11.2,1590,335,1780
9930,11.1,1630,445.5,1580
9935,11.2,232.7,347.5,502.5
9940,11.2,322.7,370,380
9945,11.2,242.7,412.9,482.5
9950,11.3,272.7,342.9,310
9955,11.1,1550,570,1660
9960,11.3,270,362.5,1540
9965,19.9,275.6,370,600
9970,20.1,212.7,230.4,1640
9975,11.3,1492.9,223,290
9980,11.3,1550,292.9,170
9985,20,272.7,482.5,1900
9990,11.1,145.6,462.5,1822.5
9995,11.3,1505.6,265.4,330
10000,20.1,1515.4,533,410
10005,11.2,1620,352.5,390
10010,11,295.6,378,592.5
10015,11.2,1522.9,345.4,1742.5
10020,11.2,270,307.9,332.5
10025,11.1,250,385.4,420
10030,11,272.9,505,1800
10035,11.1,330,472.5,440
10040,11,310,500,280
10045,11.3,255.6,550,470
10050,11.2,1532.7,382.5,2030
10055,20.1,272.7,510,530
10060,20.2,1512.7,440,460
10065,11.3,1485.4,405.4,440
10070,20.2,215.4,522.5,1670
10075,11.2,330,410,1680
10080,20,272.7,262.5,660
10085,11.3,252.7,295.4,232.5
10090,11.3,1485.6,302.5,552.5
10095,20.1,350,585.4,400
10100,20,232.7,205.5,662.5
10105,11.2,242.9,522.5,440
10110,11.2,332.7,352.5,370
10115,11.3,242.9,440,362.5
10120,11.3,350,217.5,530
10125,20.2,370,260,410
10130,11.2,1485.6,452.9,540
10135,11.2,1525.6,285,530
10140,11.3,235.4,512.9,370
10145,11.3,342.7,423,470
10150,11,205.6,410.4,350
10155,11.2,332.7,262.5,580
10160,19.9,1520,415.4,280
10165,20.2,1532.7,342.5,420
10170,11.3,380,323,630
10175,20,250,285.4,370
10180,11.2,1525.6,297.9,662.5
10185,11.2,1632.7,492.5,580
10190,20.1,1485.4,395.4,460
10195,11.2,370,265.4,410
10200,11.1,302.7,402.5,500
10205,11.2,242.9,365,440
10210,20,288.3,330.8,270
10215,11.2,300,322.5,660
10220,20,312.7,342.5,320
10225,11.3,400,347.5,522.5
10230,11.1,1592.7,265.4,562.5
10235,11.1,310,383,310
10240,11.2,322.9,462.9,362.5
10245,20,360,725.5,522.5
10250,11.1,285.6,380,380
10255,11,390,372.5,460
10260,20,322.7,438.3,430
10265,11.4,255.4,530,630
10270,11.2,282.7,295.4,812.5
10275,11.4,325.4,430,710
10280,20.1,1630,147.5,552.5
10285,11.1,175.6,395,480
10290,11.3,412.7,383,440
10295,11.3,262.9,293,260
10300,20.1,382.9,425,370
10305,19.9,442.7,440,640
10310,11.3,288.3,435.4,590
10315,11.2,1665.4,365.5,850
10320,11.3,402.7,405,540
10325,11.3,492.7,575,190
10330,11.2,195.4,415.9,420
10335,11,1730,520,642.5
10340,20,360,265.5,790
10345,11.3,262.7,445.5,680
10350,11.2,490,285,642.5
10355,11.1,1468.3,390.5,590
10360,11.4,392.9,465.5,550
10365,20.1,1570,475.5,300
10370,11.5,1540,340,780
10375,11.2,562.7,572.5,360
10380,11.2,442.7,412.9,730
10385,11.2,472.7,335.9,660
10390,20.1,355.4,392.9,700
10395,11.2,1485.4,353,370
10400,11.4,330,305,620
10405,20,385.6,295.5,280
10410,11.3,1565.4,247.9,350
10415,11.3,1522.9,167.9,480
10420,11.1,275.6,550,332.5
10425,11.1,242.9,430,470
10430,20.1,1560,365.5,620
10435,11.3,382.7,342.9,310
10440,20.1,290,292.5,320
10445,11.4,292.9,280.9,440
10450,11.2,290,502.9,390
10455,20.1,412.7,415,392.5
10460,11,225.6,300,400
10465,11.1,332.7,355,460
10470,20.2,265.6,598.4,1530
10475,11.3,1810,405,1600
10480,11.3,1590,522.9,360
10485,11.2,1640,325,1680
10490,11,402.7,428,1540
10495,11,232.9,372.5,1680
10500,11.3,288,265.5,1592.5
10505,11.3,502.7,480,330
10510,11.3,212.4,112.9,462.5
10515,11.2,265.4,335.9,450
10520,11.4,495.1,402.5,470
10525,20.1,340,540,630
10530,11.2,392.7,452.5,420
10535,11,218.3,430.9,260
10540,11.1,1542.7,410,1680
10545,11.2,1495.4,322.5,1672.5
10550,11.3,1512.7,362.9,470
10555,11.2,1532.7,475.4,510
10560,19.9,332.7,570,620
10565,20,342.4,242.5,1700
10570,11.3,310,395.4,1540
10575,11.2,360,530,420
10580,20,322.4,442.5,1693.7
10585,20,510,355.5,1693.7
10590,20,390,472.5,1780
10595,20,342.7,512.5,1800
10600,11.2,420,370,530
10605,20,385.1,315.4,360
10610,11.2,482.7,452.5,483.6
10615,20.2,295.6,322.9,360
10620,11.3,470,362.5,343.7
10625,20.1,385.4,482.9,1560
10630,11.2,230,233,1653.7
10635,11.2,242.9,385.9,1643.7
10640,11.3,250,505.4,410
10645,11.3,168.3,282.5,333.7
10650,20.2,260,432.5,402.5
10655,20.1,422.4,395,1660
10660,11.2,550,425.5,610
10665,11.2,290,152.5,1713.7
10670,20,312.9,295.5,1700
10675,11,555.1,282.9,523.6
10680,11.1,332.7,255.4,400
10685,20,390,423,283.7
10690,11.2,330,275.4,330
10695,11.2,392.9,362.5,1513.6
10700,11.4,282.7,387.5,403.6
10705,11.2,390,365.5,600
10710,20.1,300,342.5,432.5
10715,20,432.7,182.9,1573.7
10720,20,335.6,245.4,410
10725,11.2,348,177.9,1523.6
10730,11,205.4,245.4,1633.7
10735,20.2,460,237.5,1773.6
10740,11.3,460,395,290
10745,11.2,372.7,288.3,290
10750,20,275.6,255,423.6
10755,11.4,392.7,357.5,520
10760,19.9,362.4,165,240
10765,11.2,282.7,432.9,200
10770,11.2,450,415,390
10775,11.2,480,300.4,470
10780,11.3,415.1,272.5,280
10785,11.1,302.7,472.9,390
10790,11.1,412.7,198,343.7
10795,20.1,520,372.9,290
10800,11.2,262.7,322.5,353.6
10805,11.1,470,453,390
10810,19.9,362.7,372.9,572.5
10815,20,412.7,353,280
10820,11.3,435.1,275,343.7
10825,20,472.4,405,200
10830,11.3,405.1,393,230
10835,11.2,362.7,465.5,413.7
10840,11.2,380,292.9,400
10845,11.2,282.7,590,323.6
10850,11.1,462.4,332.5,510
10855,11.1,320,372.5,292.5
10860,11.2,245.4,382.5,332.5
10865,11.2,222.7,325,353.7
10870,11.1,275.1,475,450
10875,20.1,445.4,292.5,366.2
10880,20,370,515.4,270
10885,11.2,425.1,332.5,423.6
10890,20,392.7,623,276.1
10895,19.9,457.8,185,360
10900,11.2,542.4,305,320
10905,11.2,540,367.5,480
10910,11.2,362.7,270.8,433.6
10915,11.2,445.4,248,360
10920,20.2,290,420,250
10925,11.1,205.1,340,350
10930,11,322.7,410,510
10935,11.4,302.7,305,270
10940,20.1,280,445.4,590
10945,20,272.7,472.9,620
10950,19.9,582.4,255,330
10955,11.2,437.8,128,260
10960,11.1,235.1,268,570
10965,11.1,430,295,432.5
10970,20,432.7,335.5,750
10975,11.2,535.1,217.9,320
10980,11,335.4,402.5,740
10985,20,245.1,235.4,310
10990,20.1,422.4,313,380
10995,11.2,190,265.4,570
11000,11.3,365.1,398,560
11005,11.2,465.4,505.5,600
11010,11,450,393,350
11015,20,175.1,322.5,480
11020,11.2,312.7,318,210
11025,11.1,425.4,232.9,462.5
11030,11.1,255.1,292.5,692.5
11035,20,197.8,355.4,342.5
11040,11.3,322.7,440,620
11045,11.1,225.1,338,500
11050,20,522.4,532.5,280
11055,11.1,175.1,368,380
11060,11.4,360,325,380
11065,11,302.4,292.5,420
11070,20,267.8,265.5,360
11075,11.4,545.1,442.9,540
11080,11.1,185.1,380,370
11085,11.2,275.1,212.5,440
11090,11.2,242.7,482.9,320
11095,20.1,215.1,420,440
11100,11.1,245.1,372.5,330
11105,11.1,610,353,520
11110,11.1,395.1,302.5,332.5
11115,11.3,477.8,455,620
11120,19.9,292.4,472.9,420
11125,11.2,245.4,302.5,492.5
11130,20.1,365.1,288,440
11135,11,232.4,455.4,200
11140,20.1,260,303,410
11145,20.1,325.1,348,350
11150,11.2,202.4,342.5,440
11155,20.1,532.7,268.4,172.5
11160,11.1,262.4,332.5,680
11165,11.3,630,382.9,270
11170,11.1,502.7,295,352.5
11175,11.1,350,492.9,402.5
11180,20.1,295.1,462.5,250
11185,11,295.1,325,630
11190,11.1,430,422.5,610
11195,20,195.1,385.4,590
11200,11.1,470,573,580
11205,20.1,520,452.9,532.5
11210,11,512.7,542.5,320
11215,20,242.7,185.5,370
11220,20,322.7,255,452.5
11225,11.2,395.1,392.5,710
11230,11.1,415.1,278,230
11235,20.1,455.1,470,300
11240,20,322.4,640,590
11245,11.2,552.7,425.4,620
11250,11.1,300,415,540
11255,11.1,235.4,422.5,520
11260,20,502.7,415.8,470
11265,11,572.7,298,460
11270,19.9,204.9,305.4,630
11275,20.1,255.1,510,352.5
11280,11.1,335.1,602.9,330
11285,11.2,512.5,395.5,610
11290,11.2,245.1,585.4,500
11295,11.2,472.7,493,410
11300,11,492.5,285.4,480
11305,20,345.2,325,600
11310,11.1,592.7,402.5,680
11315,11,485.4,245,542.5
11320,20,500,360,460
11325,11,415.1,235,250
11330,20,592.4,410,540
11335,11,255.1,382.9,532.7
11340,11,457.6,207.5,510
11345,11.2,522.5,570,212.7
11350,11.1,232.4,170.4,512.7
11355,11.2,435.1,592.5,650
11360,20,350,470,322.7
11365,11.1,247.8,615.5,250
11370,11.1,274.9,350,252.7
11375,11,472.7,328.4,402.7
11380,20.1,342.5,380,592.7
11385,11,485.2,502.9,640
11390,11.1,482.5,383,692.7
11395,11.1,462.7,532.5,450
11400,11.1,374.9,382.9,530
11405,11,404.9,322.5,542.7
11410,19.9,512.5,413,432.5
11415,11,202.4,542.9,450
11420,20,332.5,490,360
11425,11,197.6,592.5,550
11430,11,174.9,418,592.5
11435,19.9,405.1,330,452.7
11440,11.1,322.7,207.9,442.7
11445,11.1,444.9,342.5,502.5
11450,11.2,502.4,195,570
11455,11.2,222.7,358,552.7
11460,11,524.9,372.5,660
11465,11.1,197.8,422.7,350
11470,11.1,330,405.7,472.5
11475,11.1,385.1,508.3,540
11480,11,222.4,463,310
11485,11.1,305.1,305.2,640
11490,11,262.5,435.4,830
11495,20,402.7,522.5,460
11500,11,252.4,445.4,550
11505,11.1,272.7,302.7,692.5
11510,11,275.5,238.1,340
11515,20,195,472.7,660
11520,19.9,297.5,282.7,492.7
11525,11.1,275.4,372.5,452.7
11530,11,385.5,488.2,402.7
11535,19.9,145.4,492.5,590
11540,19.9,365.5,277.9,490
11545,11.2,248.1,375.8,400
11550,11.1,155.4,488.1,520
11555,19.9,265.7,442.7,450
11560,19.9,175.4,565.4,550
11565,11.1,305.1,390,590
11570,11.2,362.5,430,640
11575,11,252.4,553,342.5
11580,11,312.5,523,592.5
11585,20,354.9,490,590
11590,20,352.5,215,650
11595,11.1,245.2,412.5,372.5
11600,11,198.2,380.8,352.5
11605,20,188.1,385.5,392.7
11610,11,284.9,490,622.7
11615,11.3,272.6,495.4,610
11620,11.2,245.4,522.5,570
11625,11,355.3,375,640
11630,11,350,297.9,510
11635,11,255.7,335.4,630
11640,11.2,360,342.5,442.5
11645,20,237.7,432.9,342.5
11650,11.1,325.4,462.9,350
11655,11,215.1,562.5,670
11660,11.1,287.9,305,542.7
11665,11.2,257.9,340.5,292.7
11670,11.1,315.1,465.4,312.5
11675,11.2,217.5,300,542.5
11680,11,295.7,495.4,482.5
11685,11,225.1,272.5,610
11690,11.1,332.5,340,480
11695,11,305.1,592.5,530
11700,11,217.5,410,512.5
11705,19.9,265.2,540,530
11710,20.1,205.3,430.8,550
11715,19.9,215,490,292.7
11720,11.2,323,402.5,530
11725,11,205.1,440,660
11730,19.9,180.6,455.2,400
11735,11.2,225.1,190,530
11740,11.2,252.7,342.5,410
11745,20.2,342.5,470,740
11750,19.9,195.1,272.5,500
11755,11,270,513,290
11760,19.9,287.7,365.7,520
11765,19.9,332.5,482.7,442.5
11770,11,272.5,650,510
11775,20,362.4,642.7,450
11780,19.9,245.2,402.9,452.7
11785,11.1,285.4,462.5,502.5
11790,11.1,312.6,362.9,270
11795,20.1,294.9,488.3,480
11800,11,327.7,328.4,620
11805,11.1,255.5,418.3,500
11810,11.2,405.1,355.2,462.7
11815,11,385.7,225.5,530
11820,11.1,255.1,320.9,442.7
11825,11,205.1,605.7,330
11830,11,292.4,590,380
11835,11.2,272.5,362.5,652.7
11840,11.2,185.4,522.9,622.7
11845,20.1,245.3,472.9,400
11850,11.3,275.1,422.5,460
11855,11.2,292.6,265.4,650
11860,19.9,292.7,382.9,450
11865,11,245.1,385.6,640
11870,11,255.2,305,630
11875,11,234.9,280.9,690
11880,11.1,174.9,552.7,430
11885,11.1,305.3,480,500
11890,11,295.5,395.4,780
11895,19.9,207.6,455,642.5
11900,11,175,530,720
11905,19.9,255.4,562.9,472.5
11910,11.1,375.5,485.4,480
11915,11,232.5,430,470
11920,11.1,322.5,410,652.7
11925,11,335.3,295.4,660
11930,11,335.5,452.5,490
11935,11,242.5,276,480
11940,19.9,232.4,562.5,640
11945,11,395.3,425.4,702.7
11950,19.9,237.5,378.1,322.7
11955,11.1,225.1,355.4,402.7
11960,11.1,194.9,455.6,570
11965,19.9,210.6,380,620
11970,11.1,335.1,385.5,492.7
11975,11,290,338.2,642.5
11980,11.1,274.9,295.4,650
11985,11,130.4,480,670
11990,11.1,288.2,450,580
11995,11.1,208.4,395.2,582.5
12000,11.1,247.7,402.5,452.7
12005,11.1,257.7,155.4,422.5
12010,11,255.5,212.5,740
12015,11,312.4,395.4,590
12020,11.2,322.7,455.5,462.5
12025,11,295.5,435,592.5
12030,11,207.8,472.9,550
12035,19.9,300,413.6,470
12040,11,315.4,247.9,450
12045,11.1,285.7,425.5,560
12050,11,197.7,355.5,320
12055,11.1,257.8,433,560
12060,20,297.9,365,400
12065,11,285.2,455.6,660
12070,11,257.9,338.3,552.7
12075,19.9,200.2,472.5,520
12080,11.2,322.7,505.4,660
12085,11,1610,387.9,740
12090,11.1,195.5,335.2,342.7
12095,11.1,1437.8,242.5,692.7
12100,20,295.4,422.5,592.5
12105,11.1,1582.5,342.5,232.5
12110,11.1,335.1,328,490
12115,20,247.6,315.9,512.7
12120,11.1,292.7,518.4,572.7
12125,11,335.1,237.9,470
12130,11.2,1532.5,432.5,740
12135,11,325.5,395.4,540
12140,11,224.9,232.5,260
12145,19.9,230.2,462.5,710
12150,11,235.1,455,730
12155,11,317.9,512.5,572.7
12160,11,1505.7,503,640
12165,11.1,1475.1,260.9,400
12170,11,257.7,245.9,752.7
12175,19.9,1572.7,182.5,590
12180,11,1450.2,190.6,380
12185,11,262.7,385.6,522.7
12190,19.9,277.7,363,630
12195,19.9,325.5,355.6,732.7
12200,11.2,268.4,572.5,610
12205,11,287.8,415,412.7
12210,11,282.5,342.9,690
12215,11,255.4,308.1,492.7
12220,11.2,215.1,255.9,530
12225,11.1,1565.3,398.3,650
12230,11.1,1574.8,445.5,670
12235,20,177.5,395.4,740
12240,19.9,285.1,278.3,612.5
12245,11,357.9,492.5,490
12250,11,197.7,475.4,490
12255,11.1,1457.4,455.4,670
12260,11.1,268,228.7,272.5
12265,20.1,300.9,440,700
12270,11,1594.8,495.5,560
12275,11,275.5,208,602.7
12280,20,327.7,532.7,512.7
12285,11,285.1,620,480
12290,11.1,307.4,305.8,510
12295,11,1537.7,352.5,722.5
12300,19.9,187.5,362.9,390
12305,11,207.7,255.7,682.7
12310,11,257.5,420,650
12315,11.1,275.1,580,382.5
12320,11.1,1615,543,512.5
12325,11,372.4,207.9,610
12330,11,304.8,435.4,502.7
12335,19.9,268.2,413,600
12340,11.1,482.7,248.5,380
12345,19.9,355.3,308.4,460
12350,11.1,425.3,472.5,490
12355,11.1,1702.7,408.5,350
12360,19.9,245,455.5,572.5
12365,11,387.7,412.5,642.5
12370,11,1617.9,308.5,680
12375,11.2,522.4,337.9,730
12380,11,1645.1,235.4,430
12385,11,1532.7,373,690
12390,11.1,1617.5,402.9,620
12395,11.1,308,475,410
12400,19.9,1544.9,325.2,640
12405,11.1,225,443,692.7
12410,11.1,305,530,592.5
12415,11.2,180.3,450,740
12420,11,1495.1,257.9,430
12425,11.1,297.7,372.9,532.7
12430,11.1,217.3,412.7,540
12435,11,247.8,365.6,530
12440,11,287.3,290.5,392.5
12445,11.1,1597.7,345,430
12450,11,280.4,351,600
12455,20,218.2,363,540
12460,11,240.6,495.4,460
12465,11.1,317.7,620,640
12470,11.1,1420.6,520,700
12475,20,1564.8,210,520
12480,11.1,267.8,432.9,540
12485,11.1,305.1,285.6,522.7
12490,11,1477.5,365.4,422.5
12495,11.2,170.2,295.9,352.7
12500,11,247.5,438,610
12505,11,277.5,562.9,570
12510,20.1,258,342.7,520
12515,20,197.5,540,560
12520,11,1534.9,327.5,352.5
12525,11.1,250.1,410,752.7
12530,19.9,274.8,530,510
12535,20.1,324.9,342.5,470
12540,11,355.2,292.9,420
12545,11.2,308,285.4,400
12550,11.2,278,522.5,432.5
12555,11.1,240.4,425.6,652.5
12560,19.9,255.1,355.2,450
12565,11,180.3,265.4,490
12570,19.9,330.5,495.4,640
12575,11.1,254.8,372.5,510
12580,11.2,217.7,315.2,522.7
12585,11.2,295.1,592.9,660
12590,11,237.2,422.5,600
12595,11,315.3,385.5,630
12600,11.1,217.5,368,570
12605,11,1575.4,252.5,700
12610,11,1667.4,413.4,432.5
12615,11.1,254.8,320,490
12620,11,355.4,278.5,592.5
12625,11.2,1447.5,442.5,520
12630,20,1564.8,342.9,340
12635,19.9,298,370,580
12640,11,1510.5,547.9,652.5
12645,11.1,160.7,362.9,392.7
12650,19.9,415.1,375.6,542.5
12655,11.1,167.8,252.5,500
12660,11.1,340.2,265.4,710
12665,11,275.1,345.4,500
12670,11.1,247.8,515.4,530
12675,20,249.9,275.9,460
12680,11.1,287.8,435.4,450
12685,11.1,277.6,145,782.7
12690,11,402.7,415.8,542.5
12695,11.1,380.5,515,530
12700,11.1,250.5,482.7,492.5
12705,11.1,1555.1,215.4,390
12710,11.1,320.5,237.5,310
12715,11.1,287.8,352.7,512.7
12720,11.1,355.3,265.4,612.5
12725,19.9,350.5,252.9,340
12730,11.1,367.5,362.5,490
12735,20,167.7,285.4,410
12740,11.1,432.4,315.2,580
12745,11,247.8,342.5,450
12750,20,1470.4,180.9,700
12755,11,275.1,400,462.7
12760,11.1,170.3,175.9,492.5
12765,11,1542.7,345.4,582.5
12770,11,387.8,285.5,582.7
12775,11,305.4,287.9,520
12780,11,207.8,362.5,370
12785,20,362.4,372.7,682.7
12790,20,173,460,622.7
12795,11.1,270.4,395.8,550
12800,20,398.1,340.6,490
12805,11,223,360,392.5
12810,11,287.5,298.1,380
12815,11,338.2,302.9,482.7
12820,11,214.9,247.9,642.5
12825,11,275.5,342.9,410
12830,11,327.6,402.5,580
12835,11,1705.4,315.5,532.5
12840,19.9,204.8,445.8,562.5
12845,11,415.2,153.4,570
12850,11,1722.7,315.6,482.5
12855,11.1,245.1,358.4,350
12860,11.2,1595.4,432.5,360
12865,11,370.6,285,532.5
12870,11.1,417.8,432.5,380
12875,11.1,1597.5,302.5,532.7
12880,11,298,470,532.5
12885,11,505,515.5,520
12890,11,307.7,238.5,462.5
12895,11.2,402.7,502.9,470
12900,11,1675.3,250.5,432.7
12905,19.9,445.1,445,470
12910,19.9,1648,265,670
12915,19.9,302.7,292.9,512.7
12920,11,287.6,525.2,510
12925,11.1,167.6,367.9,350
12930,11.1,325.1,137.9,600
12935,11,345.3,472.9,660
12940,11,395.1,342.9,562.5
12945,11,1665,345.7,550
12950,11,1567.5,338,382.5
12955,19.9,562.4,315.9,560
12960,19.9,448.5,442.5,580
12965,11,415,372.9,602.5
12970,20.1,482.4,520,370
12975,19.9,495.3,315,632.7
12980,11.1,295.6,350,322.7
12985,11.1,287.2,228,480
12990,11.1,1498.2,305.4,480
12995,11,325.2,360,392.5
13000,11,303.6,512.5,642.7
13005,11.1,351.3,420,492.5
13010,20,450.9,440,442.7
13015,11.1,324.9,470,630
13020,19.9,1598.2,582.5,530
13025,11,485.1,405.4,460
13030,11,434.7,285.8,442.5
13035,11,307.3,440,370
13040,11,1637.2,390,672.7
13045,11,251.2,235.2,570
13050,11,444.9,265.4,522.5
13055,11,415.5,262.7,512.5
13060,20,397.7,470,342.5
13065,20,1637.5,425,522.7
13070,20,1547.2,472.5,500
13075,20,277.4,382.9,630
13080,11,350,325.4,400
13085,11.1,402.4,402.9,392.5
13090,11,1571,302.9,302.5
13095,11.1,257.6,445.8,560
13100,20.1,1560.3,345.4,550
13105,11.1,417.7,265.4,590
13110,20,462.7,482.9,550
13115,11,285.2,315.6,322.7
13120,11,1477.7,335.4,560
13125,11,347.6,390,650
13130,11.1,482.4,400.4,522.7
13135,11,467.3,385.2,810
13140,11,170.3,265.8,392.7
13145,11.1,295.3,412.9,590
13150,11,377.4,352.9,640
13155,11,304.8,352.5,350
13160,11.1,368.2,277.9,590
13165,11,475.2,248.3,530
13170,11.1,450.9,432.9,550
13175,11,1505.1,482.7,400
13180,11.1,1708.1,365.4,442.7
13185,11.1,1430.4,245.4,410
13190,11.1,370.5,418.5,522.5
13195,11,309.9,322.5,640
13200,11,1654.7,422.9,490
13205,11,420.1,315.6,530
13210,19.9,385.3,472.9,342.5
13215,11,427.7,295.4,590
13220,20,455,372.5,490
13225,11,238,452.5,680
13230,20,367.9,360.8,522.5
13235,19.9,337.6,358.5,662.7
13240,11.1,230.8,328.1,532.5
13245,11,300.6,227.9,460
13250,11.1,280.6,320.6,490
13255,20,328,445.4,350
13260,11.2,445.2,218.3,352.7
13265,11,420,362.9,422.5
13270,11.1,310.4,362.9,382.5
13275,20,585.3,492.9,502.5
13280,11,498,185.6,532.5
13285,19.9,327.7,255.6,310
13290,11,1657.3,515.4,402.5
13295,11.1,584.8,416,630
13300,11,280.2,462.9,370
13305,11,368.2,252.7,572.5
13310,11,465.4,442.9,410
13315,19.9,495.4,257.9,400
13320,11.1,457.6,325.8,760
13325,19.9,357.7,265.8,500
13330,11,367.6,463.1,612.7
13335,19.9,388.1,376,652.7
13340,11,370.3,245,550
13345,19.9,339.8,482.9,592.7
13350,19.9,1627.5,351.4,400
13355,11.1,1540.3,385.6,582.7
13360,11,1667.6,405.4,422.7
13365,11,434.7,375.4,350
13370,11.2,359.9,338.3,510
13375,11,240.1,328.5,492.7
13380,11.1,322.9,325.4,342.5
13385,11.1,260.4,620,390
13390,11.1,377.5,366,450
13395,11.1,562.4,502.7,420
13400,19.9,1647.6,385.4,550
13405,11.2,252.3,446,480
13410,11.1,455.3,405.8,612.7
13415,11,297.3,360.6,510
13420,19.9,397.8,315.4,660
13425,11,1510,336,472.7
13430,11,312.6,405.4,540
13435,11,300,251,640
13440,11.2,277.7,332.9,350
13445,19.9,1477.6,298.5,510
13450,11.1,183,442.9,672.8
13455,11,270.5,288.3,580
13460,11,340.4,402.9,662.7
13465,19.9,293,512.9,420
13470,11,277.9,452.5,622.8
13475,19.9,223.1,365.6,470
13480,19.9,390.1,348.7,322.8
13485,20,239.8,325.6,330
13490,11.1,289.9,470,432.5
13495,11,285.2,465.6,580
13500,11,340.5,407.9,402.7
13505,11,327.7,387.9,450
13510,11.1,322.4,298.3,365.3
13515,19.9,374.9,288.1,630
13520,11.1,152.7,317.5,602.8
13525,11.1,272.9,315.4,612.5
13530,11,225.6,422.9,370
13535,11.1,197.7,328.1,500
13540,11,390.2,277.9,702.8
13545,11,395,522.9,340
13550,11.1,222.4,485.6,385.3
13555,11.1,243,502.9,445.3
13560,11,119.8,385.2,600
13565,20,215.2,325.4,482.5
13570,20,277.4,385.6,560
13575,11,237.9,482.9,465.3
13580,11.1,337.3,242.7,352.5
13585,11.1,172.7,522.9,460
13590,11,219.7,265.8,430
13595,11,270.6,402.5,492.7
13600,19.9,262.6,372.9,642.7
13605,11,292.6,332.7,445.5
